ResponseId,CELL,AIP_COND,DISC_COND,CONSENT,SCR_AGE,SCR1,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,TRU1,TRU2,TRU3,TRU4,TRU5,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,PI1,PI2,PI3,PDPL1,PDPL2,PDPL3,PDPL4,ATT1,ATT2,MC_AIP,MC_DISC,VIG_TIME_First Click,VIG_TIME_Last Click,VIG_TIME_Page Submit,VIG_TIME_Click Count,Duration (in seconds),AGE_BAND,GEN,EDU,INC,FREQ,PLAT,PRIOR,CHAN,CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_STORE,CHAN_SOC,flag_cell_mismatch,flag_straightliner,flag_cc1_wrong,flag_cc2_wrong
R_2_0214,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,3,5,3,6.0,4,5,5,6,4,6,4.0,5,4,2,4,3,3,3,3,3.0,3,2,3,4,4,4,4,7,4,7,5,5,2,2,4,1.1,2.1,2.2,6,444,35 - 44,Nam,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0215,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,6,4,4,4,5.0,5,4,5,5,5,6,4.0,5,7,4,5,3,4,2,6,4.0,6,5,5,5,7,6,5,5,6,6,7,5,2,6,2,7.8,8.2,10.2,4,573,25 - 34,Nu,Trung cap - Cao dang,Tren 40 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0216,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,4,3,5,5,5,4.0,2,3,3,3,1,2,2.0,2,2,4,4,4,4,4,2,3.0,3,2,4,2,3,2,5,4,4,4,2,5,2,5,4,1.0,4.9,5.300000000000001,6,374,55 tro len,Nam,Dai hoc,Tren 40 trieu,Nhieu lan moi tuan,TikTok Shop,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,True
R_2_0217,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,6,7,3,7,5.0,2,3,3,5,3,3,4.0,3,3,6,7,5,5,5,4,5.0,4,4,5,6,7,7,7,3,3,1,1,5,2,6,5,5.3,7.8,10.2,6,365,25 - 34,Nu,Sau dai hoc,5 - 10 trieu,Khoang moi thang,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0218,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,4,5,4,4,4,4.0,4,4,4,4,3,3,5.0,4,4,6,3,5,5,5,3,3.0,2,4,4,3,4,4,4,2,4,2,3,5,2,3,5,0.2,1.1,1.6,4,620,18 - 24,Nu,Dai hoc,5 - 10 trieu,Vai lan moi nam,TikTok Shop,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,True
R_2_0219,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,6,6,6,5,6.0,4,5,5,4,4,7,7.0,7,7,1,1,1,1,1,3,2.0,2,3,3,3,4,4,5,5,5,4,7,5,2,4,5,1.6,2.4000000000000004,3.4000000000000004,1,529,25 - 34,Nu,Dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,Lazada,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0220,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,5,5,4,5,4,5.0,4,4,3,4,3,2,1.0,3,3,4,5,5,5,4,5,3.0,5,4,5,5,5,5,5,2,1,4,4,5,2,3,6,1.8,6.4,7.5,1,488,25 - 34,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Shopee,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,True
R_2_0221,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,5,4,6,5,4.0,5,5,4,3,1,3,2.0,1,3,4,4,3,3,4,7,7.0,7,6,6,5,6,7,6,4,3,4,3,5,2,6,3,2.7,3.9,4.300000000000001,5,487,35 - 44,Nu,Dai hoc,5 - 10 trieu,Vai lan moi nam,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0222,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,3,3,5,6,5,2.0,5,6,3,7,4,2,2.0,2,2,3,5,5,5,5,5,4.0,5,4,6,6,4,3,4,3,2,4,4,5,2,5,5,1.3,7.899999999999999,9.3,2,489,45 - 54,Khac,Trung cap - Cao dang,Tren 10 - 20 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,True
R_2_0223,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,3,3,4,2,3,2.0,2,3,2,2,1,2,2.0,2,3,2,3,3,3,3,2,1.0,2,2,2,2,4,4,5,7,5,7,7,5,2,1,7,0.2,10.4,16.099999999999998,7,321,35 - 44,Nam,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0224,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,6,7,7,6,6,6.0,5,5,3,5,3,4,2.0,3,4,6,5,4,5,4,6,4.0,4,3,4,5,4,4,3,4,3,5,5,5,2,4,5,3.1,4.3,5.0,5,550,25 - 34,Nam,Dai hoc,5 - 10 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0225,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,6,5,5,5,6.0,6,5,6,6,4,3,5.0,3,4,4,5,6,5,5,6,5.0,3,4,4,3,1,2,2,2,2,3,5,5,2,4,4,0.2,4.1,5.699999999999999,7,357,25 - 34,Nu,Dai hoc,Tren 40 trieu,Khoang moi tuan,Tiki,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0226,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,4,4,4,4,2.0,3,4,3,3,5,3,4.0,4,1,2,3,4,4,3,1,1.0,2,2,1,2,4,4,3,5,4,6,5,5,2,3,3,3.1,5.9,7.2,1,638,18 - 24,Khac,Trung cap - Cao dang,Tren 10 - 20 trieu,Nhieu lan moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0228,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,4,4,4,3,5.0,4,4,4,2,4,4,5.0,4,4,3,5,5,5,3,3,2.0,3,2,3,2,2,3,3,4,3,3,4,5,2,3,5,1.6,10.7,10.9,3,565,55 tro len,Khac,Dai hoc,Tren 40 trieu,Vai lan moi nam,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0229,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,4,5,5,4,2.0,4,4,4,3,3,3,,3,1,5,6,5,5,6,4,4.0,4,4,4,4,4,5,4,1,3,1,1,5,2,2,4,0.5,1.3,4.1,6,535,45 - 54,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0230,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,5,2,5,3,5.0,4,3,4,2,5,4,6.0,4,6,5,4,4,6,4,4,5.0,4,5,5,4,2,4,2,1,4,1,2,5,2,3,4,2.7,3.4000000000000004,4.1000000000000005,6,404,45 - 54,Nu,Dai hoc,Duoi 5 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0231,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,5,5,5,5,4,4.0,5,6,6,4,3,3,4.0,3,4,4,5,5,5,5,3,4.0,4,4,4,4,6,4,6,4,4,5,5,5,2,6,3,1.3,7.5,9.5,3,381,45 - 54,Nam,Trung cap - Cao dang,Tren 40 trieu,Vai lan moi nam,Shopee,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,True
R_2_0232,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,2,4,3,2,3.0,1,1,1,1,1,1,2.0,2,1,2,1,3,2,3,5,4.0,2,2,4,3,2,3,3,5,5,3,5,5,2,2,5,4.7,5.6000000000000005,5.7,1,398,25 - 34,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0233,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,4,4,3,3,3.0,4,3,3,3,3,5,3.0,4,4,4,5,5,5,6,4,,3,5,3,5,6,3,5,4,5,4,3,5,2,4,6,1.3,5.1,5.699999999999999,3,429,18 - 24,Nu,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0236,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,4,5,4,4,4.0,4,3,4,4,3,3,,4,4,5,4,4,4,3,4,4.0,4,4,4,4,4,3,5,3,5,2,3,5,2,5,6,1.1,2.0,2.3,4,367,25 - 34,Nam,Dai hoc,Tren 40 trieu,Nhieu lan moi tuan,Lazada,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0237,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,4,5,4,4,4.0,5,4,4,4,6,4,3.0,5,4,5,5,4,5,6,4,3.0,3,4,2,3,4,3,2,6,7,6,6,5,2,3,6,5.1,5.9,6.4,3,624,35 - 44,Nam,Dai hoc,Tren 40 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0238,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,5,5,6,5,4.0,6,5,6,5,4,4,6.0,3,5,4,4,5,5,6,5,4.0,4,6,4,6,2,2,3,3,6,4,3,5,2,5,5,5.0,10.3,10.4,6,549,35 - 44,Nu,Dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0241,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,3,4,2,5,5,4.0,5,6,4,5,5,4,5.0,4,5,3,5,2,3,3,5,4.0,4,3,4,4,5,5,5,2,3,5,3,5,2,2,4,4.4,4.7,4.8,1,464,18 - 24,Nu,THPT tro xuong,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0242,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,6,5,5,6,4,4.0,4,3,3,4,2,3,3.0,3,2,5,3,4,4,4,4,4.0,6,3,4,4,6,6,5,3,3,3,3,5,2,7,7,2.1,6.4,7.6,4,594,18 - 24,Nam,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,True
R_2_0243,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,4,3,3,3,4.0,4,5,3,5,3,2,3.0,2,3,5,5,5,5,5,5,4.0,4,5,5,4,5,6,6,2,1,3,2,5,2,3,4,1.1,7.800000000000001,8.3,1,492,45 - 54,Nu,Sau dai hoc,Tren 40 trieu,Khoang moi thang,Shopee,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0245,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,6,5,6,6,7.0,4,4,5,2,3,5,3.0,3,2,5,5,5,5,4,4,5.0,3,5,4,4,5,3,3,5,3,4,3,5,2,5,5,3.1,4.0,4.7,2,383,18 - 24,Nu,Dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0246,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,6,4,5,4,4.0,6,5,6,5,3,2,2.0,1,1,7,6,6,7,6,7,6.0,7,7,6,6,4,4,5,5,5,5,5,5,2,3,4,1.5,4.8,5.0,3,542,25 - 34,Nam,Dai hoc,Duoi 5 trieu,Nhieu lan moi tuan,TikTok Shop,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0248,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,3,4,4,5,2.0,4,4,4,2,3,3,3.0,2,5,3,5,4,4,5,4,6.0,5,5,4,5,2,2,2,4,4,5,5,5,2,5,7,3.7,14.6,15.500000000000002,7,577,18 - 24,Nu,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0249,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,2,3,4,4,5,5.0,3,2,3,3,2,3,3.0,3,4,3,5,4,3,3,3,3.0,2,2,2,3,3,2,4,4,2,4,6,5,2,6,5,2.5,5.9,6.2,1,465,25 - 34,Nam,Sau dai hoc,Duoi 5 trieu,Vai lan moi nam,Lazada,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0251,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,4,4,4,3,4,5.0,4,2,4,3,4,5,4.0,3,4,3,3,3,3,3,3,4.0,5,2,2,3,4,6,3,2,4,5,4,5,2,2,5,2.5,4.0,4.3,2,440,18 - 24,Nu,Sau dai hoc,5 - 10 trieu,Nhieu lan moi tuan,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,True,False
R_2_0252,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,4,5,4,4,5.0,4,4,5,6,3,2,3.0,5,4,4,5,5,5,5,5,5.0,5,4,3,4,2,2,3,4,4,4,3,5,2,4,5,0.3,0.5,0.6,3,498,18 - 24,Nam,Sau dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0253,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,2,1,1,2,3.0,4,3,2,3,3,4,3.0,3,3,5,5,4,3,4,4,5.0,5,5,4,5,6,5,6,4,3,5,5,5,2,3,4,0.9,1.1,5.699999999999999,6,595,55 tro len,Nam,Trung cap - Cao dang,Tren 20 - 40 trieu,Khoang moi tuan,Lazada,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0254,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,5,4,3,5.0,3,3,4,4,5,5,4.0,6,4,4,5,3,4,4,4,6.0,4,4,6,3,5,5,4,4,4,4,3,5,2,5,6,3.6,10.1,11.6,3,580,45 - 54,Nu,Sau dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,TikTok Shop,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0255,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,3,5,4,2.0,5,6,5,5,1,2,1.0,1,4,4,6,7,5,7,6,4.0,5,5,6,4,4,4,4,5,5,7,5,5,2,4,5,0.9,1.2,1.3,3,667,25 - 34,Nu,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0256,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,5,5,4,6,5.0,4,3,5,6,3,3,3.0,3,3,6,6,7,6,5,4,,4,4,5,4,5,4,4,5,4,5,3,5,2,5,7,3.9,9.5,10.3,4,470,18 - 24,Nu,Trung cap - Cao dang,Tren 20 - 40 trieu,Khoang moi tuan,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0257,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,7,6,7,6,4.0,4,2,4,5,6,4,5.0,4,5,4,2,3,3,4,3,2.0,2,3,2,2,4,5,4,2,3,2,3,5,2,5,6,2.4,7.199999999999999,10.6,2,551,35 - 44,Nam,Dai hoc,Duoi 5 trieu,Khoang moi tuan,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0258,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,3,5,3,3,5.0,3,3,3,3,3,4,3.0,3,4,3,2,3,4,3,4,3.0,4,4,3,3,4,5,3,2,1,3,2,5,2,6,4,1.8,2.6,3.5,1,478,18 - 24,Nam,Dai hoc,5 - 10 trieu,Khoang moi tuan,Lazada,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0259,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,5,2,4,3,3.0,3,3,3,3,3,3,4.0,4,5,1,1,1,2,2,3,3.0,3,3,2,2,1,3,3,3,4,4,5,5,2,2,4,4.5,9.2,9.4,7,524,25 - 34,Nam,Sau dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0260,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,5,4,4,5,3,3.0,5,6,6,6,5,4,3.0,3,3,4,4,4,6,5,4,4.0,4,4,4,4,7,5,4,3,2,3,4,5,2,4,4,1.7,2.6,3.5,2,376,18 - 24,Nam,Sau dai hoc,5 - 10 trieu,Vai lan moi nam,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,True,False
R_2_0261,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,2,3,3,3,2.0,4,3,3,3,3,3,3.0,5,3,5,5,3,5,4,3,5.0,6,5,3,4,4,5,4,5,7,5,5,5,2,4,3,6.6,10.4,13.4,1,514,25 - 34,Nam,Dai hoc,Tren 10 - 20 trieu,Vai lan moi nam,TikTok Shop,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0262,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,4,5,5,5,4.0,4,2,4,4,3,4,4.0,3,3,5,3,4,3,2,3,,4,6,4,5,5,2,4,5,4,3,2,5,2,5,4,2.2,2.3000000000000003,7.1,1,534,25 - 34,Khac,THPT tro xuong,Duoi 5 trieu,Khoang moi tuan,TikTok Shop,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0263,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,6,5,7,4,7,6.0,7,5,4,6,6,5,7.0,6,5,7,5,4,6,5,5,5.0,5,5,5,6,1,2,2,5,3,4,4,5,2,5,1,0.0,1.0,2.6,4,531,45 - 54,Nu,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,Lazada,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0264,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,6,4,5,4,4.0,5,3,4,4,2,2,3.0,3,3,6,5,4,5,5,4,5.0,4,4,4,3,4,5,4,4,4,4,2,5,2,3,6,1.6,3.2,3.7,7,597,25 - 34,Nu,Dai hoc,5 - 10 trieu,Vai lan moi nam,TikTok Shop,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0265,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,5,5,6,6,6.0,5,4,5,5,4,6,5.0,4,6,3,4,3,4,4,5,4.0,2,3,4,5,3,2,4,3,2,2,5,5,2,4,5,1.2,1.3,1.4,1,189,45 - 54,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,Lazada,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0267,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,2,5,3,2,4,4.0,5,5,5,5,4,3,4.0,3,5,6,6,5,6,6,5,5.0,6,5,4,6,5,5,5,5,6,4,5,5,2,4,5,0.5,2.9,3.1,4,599,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Nhieu lan moi tuan,TikTok Shop,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0268,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,5,4,5,5,6.0,4,3,2,3,3,5,3.0,5,3,5,5,6,4,5,4,4.0,2,3,2,3,6,4,4,3,4,7,4,5,2,3,3,1.7,5.9,6.800000000000001,7,473,35 - 44,Nam,Sau dai hoc,Tren 40 trieu,Vai lan moi nam,TikTok Shop,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0269,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,6,4,5,4,4,4.0,4,5,4,5,3,2,2.0,4,2,5,4,3,4,5,4,4.0,5,2,3,2,4,4,5,4,5,6,7,5,2,5,3,0.6,1.7000000000000002,2.3000000000000003,3,690,25 - 34,Nu,Dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0270,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,3,3,4,2,5.0,5,5,6,5,4,5,5.0,5,3,5,3,5,4,4,5,5.0,5,3,4,5,5,2,4,4,4,6,6,5,2,2,4,11.0,16.8,17.6,3,486,25 - 34,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0271,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,4,6,6,4.0,3,3,3,4,3,3,4.0,2,3,5,4,5,5,4,4,5.0,4,7,3,4,5,3,4,4,5,5,3,5,2,4,6,1.3,4.0,4.7,1,655,25 - 34,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
